,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
1972,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1973,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1974,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1975,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1976,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1977,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1978,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1979,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1980,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,513,506,4,4,2,17,1,0,0,0,0,0,444,3,7,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,85,5.08,42,27,8,3,4,1,7,0.42,4,2,1,0,0,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,28,21,10,14,4,10,23,43.5,13,19,2,17,7,35,11,0,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1981,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,620,497,118,57,8,10,97,5,50,20,21,0,444,5,19,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,9,0.77,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1982,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,620,497,118,57,8,10,97,5,50,20,21,0,444,5,19,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,9,0.77,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1983,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,620,497,118,57,8,10,97,5,50,20,21,0,444,5,19,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,9,0.77,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1984,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,620,497,118,57,8,10,97,5,50,20,21,0,444,5,19,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,9,0.77,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,616,44,223,353,43,2,616,10,5,50.0,5,50.0,316,1115,418,0,3,0,8,1,380,2,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,17,"1,507",89,98.5,16.7,17,89,14,0,0,0,0.65,14,23,-9,-0.54,+15.11,17.8,20.5,-2.7,-0.16,+6.83,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
1985,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,620,497,118,57,8,10,97,5,50,20,21,0,444,5,19,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,9,0.77,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,6,0,0,15,15,0,1,18,20,0,0,0,68,11,18,37.9
1986,Luismi,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,12,"1,052",11.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,45,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,1,22,8,36.4,1.31,0.48,0.05,0.13,20.8,5,0,1,2.8,1.9,0.09,-1.8,-0.9,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,444,513,86.5,8625,3092,172,191,90.1,191,204,93.6,64,88,72.7,0,0.0,0.4,0.0,2,56,2,0,45,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,620,497,118,57,8,10,97,5,50,20,21,0,444,5,19,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,9,0.77,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,Málaga,La Liga 2,32-221,1992,11.7,29,20,19,8,2,17,29,58.6,12,13,3,10,18,47,16,3,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,800,12,108,339,369,38,799,66,28,42.4,33,50.0,442,2784,1183,36,26,21,30,32,535,107,es ESP,MF,Málaga,La Liga 2,32-221,1992,13,"1,052",81,64.9,11.7,12,85,9,1,29,1,1.46,6,7,-1,-0.09,+0.23,10.5,14.0,-3.5,-0.30,+0.58,es ESP,"MF,FW",Tenerife,La Liga 2,23-203,2001,16.7,0,0,0,15,36,6,97,7,21,1,0,0,73,3,6,33.3
